id,species,class,weapon,draw_type,season_dates,unit_group,hunter_choice_number_ke,quota,season_start_date,season_end_date
349,Elk,Antlered,Any Legal Weapon,Resident,"Nov 21, 2021 - Dec 04, 2021",231,Hunter Choice Number 870,45,2021-11-21,2021-12-04
355,Elk,Antlered,Any Legal Weapon,Resident,"Nov 06, 2021 - Nov 20, 2021",231,Hunter Choice Number 871,40,2021-11-06,2021-11-20
363,Elk,Antlered,Any Legal Weapon,Resident,"Sep 17, 2021 - Sep 30, 2021",262,Hunter Choice Number 872,3,2021-09-17,2021-09-30
375,Elk,Antlered,Any Legal Weapon,Resident,"Oct 22, 2021 - Nov 05, 2021","061, 071",Hunter Choice Number 873,40,2021-10-22,2021-11-05
381,Elk,Antlered,Any Legal Weapon,Resident,"Oct 05, 2021 - Oct 21, 2021","061, 071",Hunter Choice Number 874,30,2021-10-05,2021-10-21
406,Elk,Antlered,Any Legal Weapon,Resident,"Nov 06, 2021 - Nov 20, 2021","062, 064, 066 - 068",Hunter Choice Number 875,13,2021-11-06,2021-11-20
410,Elk,Antlered,Any Legal Weapon,Resident,"Oct 22, 2021 - Nov 05, 2021","062, 064, 066 - 068",Hunter Choice Number 876,14,2021-10-22,2021-11-05
400,Elk,Antlered,Any Legal Weapon,Resident,"Nov 06, 2021 - Nov 20, 2021",072 - 074,Hunter Choice Number 877,100,2021-11-06,2021-11-20
408,Elk,Antlered,Any Legal Weapon,Resident,"Oct 22, 2021 - Nov 05, 2021",072 - 074,Hunter Choice Number 878,100,2021-10-22,2021-11-05
414,Elk,Antlered,Any Legal Weapon,Resident,"Nov 21, 2021 - Dec 04, 2021","076, 077, 079, 081",Hunter Choice Number 879,65,2021-11-21,2021-12-04
424,Elk,Antlered,Any Legal Weapon,Resident,"Nov 06, 2021 - Nov 20, 2021","076, 077, 079, 081",Hunter Choice Number 880,65,2021-11-06,2021-11-20
432,Elk,Antlered,Any Legal Weapon,Resident,"Nov 06, 2021 - Nov 20, 2021","078, 105 - 107, 109",Hunter Choice Number 881,16,2021-11-06,2021-11-20
438,Elk,Antlered,Any Legal Weapon,Resident,"Oct 22, 2021 - Nov 05, 2021","078, 105 - 107, 109",Hunter Choice Number 882,16,2021-10-22,2021-11-05
441,Elk,Antlered,Any Legal Weapon,Resident,"Nov 06, 2021 - Nov 20, 2021","104, 121, North portion of 108 (see CR 21-03)",Hunter Choice Number 883,70,2021-11-06,2021-11-20
447,Elk,Antlered,Any Legal Weapon,Resident,"Nov 06, 2021 - Nov 20, 2021","131, 132, South portion of 108 (see CR 21-03)",Hunter Choice Number 884,60,2021-11-06,2021-11-20
455,Elk,Antlered,Any Legal Weapon,Resident,"Nov 06, 2021 - Nov 20, 2021",111 - 115,Hunter Choice Number 885,80,2021-11-06,2021-11-20
469,Elk,Antlered,Any Legal Weapon,Resident,"Nov 21, 2021 - Dec 04, 2021",111 - 115,Hunter Choice Number 886,80,2021-11-21,2021-12-04
473,Elk,Antlered,Any Legal Weapon,Resident,"Nov 06, 2021 - Nov 20, 2021","161 - 164, 171 - 173",Hunter Choice Number 887,35,2021-11-06,2021-11-20
475,Elk,Antlered,Any Legal Weapon,Resident,"Nov 21, 2021 - Dec 04, 2021","161 - 164, 171 - 173",Hunter Choice Number 888,35,2021-11-21,2021-12-04
479,Elk,Antlered,Any Legal Weapon,Resident,"Sep 17, 2021 - Sep 30, 2021","161 - 164, 171 - 173",Hunter Choice Number 889,7,2021-09-17,2021-09-30
480,Elk,Antlered,Any Legal Weapon,Resident,"Nov 21, 2021 - Dec 04, 2021",221 - 223,Hunter Choice Number 890,60,2021-11-21,2021-12-04
481,Elk,Antlered,Any Legal Weapon,Resident,"Nov 06, 2021 - Nov 20, 2021",221 - 223,Hunter Choice Number 891,60,2021-11-06,2021-11-20
483,Elk,Antlered,Any Legal Weapon,Resident,"Nov 06, 2021 - Nov 20, 2021","241, 242",Hunter Choice Number 892,4,2021-11-06,2021-11-20
485,Elk,Antlered,Archery,Resident,"Aug 25, 2021 - Sep 16, 2021",75,Hunter Choice Number 893,3,2021-08-25,2021-09-16
514,Elk,Antlered,Archery,Resident,"Aug 25, 2021 - Sep 16, 2021",231,Hunter Choice Number 894,20,2021-08-25,2021-09-16
517,Elk,Antlered,Archery,Resident,"Aug 25, 2021 - Sep 16, 2021",262,Hunter Choice Number 895,1,2021-08-25,2021-09-16
520,Elk,Antlered,Archery,Resident,"Aug 16, 2021 - Aug 31, 2021","061, 071",Hunter Choice Number 896,30,2021-08-16,2021-08-31
522,Elk,Antlered,Archery,Resident,"Aug 16, 2021 - Aug 31, 2021","062, 064, 066 - 068",Hunter Choice Number 897,2,2021-08-16,2021-08-31
527,Elk,Antlered,Archery,Resident,"Aug 25, 2021 - Sep 16, 2021",072 - 074,Hunter Choice Number 898,60,2021-08-25,2021-09-16
533,Elk,Antlered,Archery,Resident,"Aug 25, 2021 - Sep 16, 2021","076, 077, 079, 081",Hunter Choice Number 899,25,2021-08-25,2021-09-16
534,Elk,Antlered,Archery,Resident,"Sep 01, 2021 - Sep 20, 2021","078, 105 - 107, 109",Hunter Choice Number 900,10,2021-09-01,2021-09-20
535,Elk,Antlered,Archery,Resident,"Aug 25, 2021 - Sep 16, 2021","104, 121, North portion of 108 (see CR 21-03)",Hunter Choice Number 901,11,2021-08-25,2021-09-16
536,Elk,Antlered,Archery,Resident,"Aug 25, 2021 - Sep 16, 2021","131, 132, South portion of 108 (see CR 21-03)",Hunter Choice Number 902,7,2021-08-25,2021-09-16
537,Elk,Antlered,Archery,Resident,"Aug 25, 2021 - Sep 16, 2021",111 - 115,Hunter Choice Number 903,30,2021-08-25,2021-09-16
538,Elk,Antlered,Archery,Resident,"Aug 25, 2021 - Sep 16, 2021","161 - 164, 171 - 173",Hunter Choice Number 904,15,2021-08-25,2021-09-16
539,Elk,Antlered,Archery,Resident,"Aug 25, 2021 - Sep 16, 2021",221 - 223,Hunter Choice Number 905,25,2021-08-25,2021-09-16
540,Elk,Antlered,Archery,Resident,"Aug 25, 2021 - Sep 16, 2021","241, 242",Hunter Choice Number 906,2,2021-08-25,2021-09-16
546,Elk,Antlered,Muzzleloader,Resident,"Sep 17, 2021 - Sep 30, 2021",75,Hunter Choice Number 907,2,2021-09-17,2021-09-30
551,Elk,Antlered,Muzzleloader,Resident,"Oct 22, 2021 - Nov 05, 2021",231,Hunter Choice Number 908,6,2021-10-22,2021-11-05
563,Elk,Antlered,Muzzleloader,Resident,"Oct 22, 2021 - Nov 05, 2021",262,Hunter Choice Number 909,1,2021-10-22,2021-11-05
575,Elk,Antlered,Muzzleloader,Resident,"Sep 01, 2021 - Sep 16, 2021","061, 071",Hunter Choice Number 910,16,2021-09-01,2021-09-16
579,Elk,Antlered,Muzzleloader,Resident,"Sep 01, 2021 - Sep 16, 2021","062, 064, 066 - 068",Hunter Choice Number 911,4,2021-09-01,2021-09-16
581,Elk,Antlered,Muzzleloader,Resident,"Sep 17, 2021 - Sep 30, 2021",072 - 074,Hunter Choice Number 912,30,2021-09-17,2021-09-30
583,Elk,Antlered,Muzzleloader,Resident,"Oct 22, 2021 - Nov 05, 2021","076, 077, 079, 081",Hunter Choice Number 913,15,2021-10-22,2021-11-05
586,Elk,Antlered,Muzzleloader,Resident,"Oct 05, 2021 - Oct 21, 2021","078, 105 - 107, 109",Hunter Choice Number 914,12,2021-10-05,2021-10-21
588,Elk,Antlered,Muzzleloader,Resident,"Oct 22, 2021 - Nov 05, 2021","104, 121, North portion of 108 (see CR 21-03)",Hunter Choice Number 915,20,2021-10-22,2021-11-05
595,Elk,Antlered,Muzzleloader,Resident,"Oct 22, 2021 - Nov 05, 2021","131, 132, South portion of 108 (see CR 21-03)",Hunter Choice Number 916,7,2021-10-22,2021-11-05
600,Elk,Antlered,Muzzleloader,Resident,"Oct 22, 2021 - Nov 05, 2021",111 - 115,Hunter Choice Number 917,20,2021-10-22,2021-11-05
606,Elk,Antlered,Muzzleloader,Resident,"Oct 22, 2021 - Nov 05, 2021","161 - 164, 171 - 173",Hunter Choice Number 918,15,2021-10-22,2021-11-05
609,Elk,Antlered,Muzzleloader,Resident,"Oct 22, 2021 - Nov 05, 2021",221 - 223,Hunter Choice Number 919,15,2021-10-22,2021-11-05
612,Elk,Antlered,Muzzleloader,Resident,"Sep 17, 2021 - Sep 30, 2021","241, 242",Hunter Choice Number 920,2,2021-09-17,2021-09-30
8374827,Elk,Antlerless,Archery,Resident,"Aug 01, 2021 - Aug 24, 2021",072 - 074,Hunter Choice Number 1206,10,2021-08-01,2021-08-24
8374828,Elk,Antlerless,Muzzleloader,Resident,"Sep 17, 2021 - Sep 30, 2021",072 - 074,Hunter Choice Number 1207,7,2021-09-17,2021-09-30
8374829,Elk,Antlerless,Any Legal Weapon,Resident,"Oct 01, 2021 - Oct 20, 2021",072 - 074,Hunter Choice Number 1208,65,2021-10-01,2021-10-20
8374830,Elk,Antlerless,Any Legal Weapon,Resident,"Aug 01, 2021 - Aug 20, 2021",91,Hunter Choice Number 1209,5,2021-08-01,2021-08-20
8374831,Elk,Antlerless,Any Legal Weapon,Resident,"Oct 02, 2021 - Nov 01, 2021",91,Hunter Choice Number 1210,5,2021-10-02,2021-11-01
8374832,Elk,Antlerless,Any Legal Weapon,Resident,"Nov 21, 2021 - Jan 01, 2022","104, 121, North portion of 108 (see CR 21-03)",Hunter Choice Number 1211,20,2021-11-21,2022-01-01
8374839,Elk,Antlerless,Any Legal Weapon,Resident,"Jan 02, 2022 - Jan 31, 2022",113N,Hunter Choice Number 1218,15,2022-01-02,2022-01-31
947,Elk,Antlerless,Any Legal Weapon,Resident,"Sep 25, 2021 - Oct 04, 2021",231,Hunter Choice Number 1224,45,2021-09-25,2021-10-04
8375927,Elk,Antlerless,Any Legal Weapon,Resident,"Nov 21, 2021 - Jan 01, 2022","078, 105 - 107, 109",Hunter Choice Number 1283,40,2021-11-21,2022-01-01
622,Elk,Antlerless,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 31, 2022",51,Hunter Choice Number 921,6,2021-12-05,2022-01-31
529,Elk,Antlerless,Any Legal Weapon,Resident,"Oct 01, 2021 - Oct 20, 2021",072 Wilderness,Hunter Choice Number 926,5,2021-10-01,2021-10-20
543,Elk,Antlerless,Any Legal Weapon,Resident,"Oct 01, 2021 - Oct 20, 2021",75,Hunter Choice Number 929,4,2021-10-01,2021-10-20
549,Elk,Antlerless,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022",113,Hunter Choice Number 930,20,2021-12-05,2022-01-01
553,Elk,Antlerless,Any Legal Weapon,Resident,"Sep 25, 2021 - Oct 04, 2021",113,Hunter Choice Number 931,15,2021-09-25,2021-10-04
558,Elk,Antlerless,Any Legal Weapon,Resident,"Oct 01, 2021 - Oct 20, 2021",162 Wilderness,Hunter Choice Number 932,10,2021-10-01,2021-10-20
562,Elk,Antlerless,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022",221,Hunter Choice Number 933,25,2021-12-05,2022-01-01
566,Elk,Antlerless,Any Legal Weapon,Resident,"Sep 25, 2021 - Oct 04, 2021",221,Hunter Choice Number 934,40,2021-09-25,2021-10-04
651,Elk,Antlerless,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022",222 Wilderness,Hunter Choice Number 935,10,2021-12-05,2022-01-01
652,Elk,Antlerless,Any Legal Weapon,Resident,"Sep 25, 2021 - Oct 04, 2021",222 Wilderness,Hunter Choice Number 936,10,2021-09-25,2021-10-04
653,Elk,Antlerless,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022",231,Hunter Choice Number 937,50,2021-12-05,2022-01-01
654,Elk,Antlerless,Any Legal Weapon,Resident,"Sep 25, 2021 - Oct 04, 2021",231 Wilderness,Hunter Choice Number 938,30,2021-09-25,2021-10-04
682,Elk,Antlerless,Any Legal Weapon,Resident,"Nov 06, 2021 - Jan 01, 2022","061, 071",Hunter Choice Number 940,195,2021-11-06,2022-01-01
686,Elk,Antlerless,Any Legal Weapon,Resident,"Sep 17, 2021 - Oct 04, 2021","061, 071",Hunter Choice Number 941,235,2021-09-17,2021-10-04
695,Elk,Antlerless,Any Legal Weapon,Resident,"Sep 17, 2021 - Oct 04, 2021","062, 064, 066 - 068",Hunter Choice Number 943,65,2021-09-17,2021-10-04
699,Elk,Antlerless,Any Legal Weapon,Resident,"Nov 21, 2021 - Jan 01, 2022",072 - 075,Hunter Choice Number 944,50,2021-11-21,2022-01-01
703,Elk,Antlerless,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022","076, 077, 079, 081",Hunter Choice Number 945,30,2021-12-05,2022-01-01
706,Elk,Antlerless,Any Legal Weapon,Resident,"Oct 01, 2021 - Oct 20, 2021","076, 077, 079, 081",Hunter Choice Number 946,45,2021-10-01,2021-10-20
707,Elk,Antlerless,Any Legal Weapon,Resident,"Sep 21, 2021 - Oct 04, 2021","078, 105 - 107, 109",Hunter Choice Number 947,70,2021-09-21,2021-10-04
708,Elk,Antlerless,Any Legal Weapon,Resident,"Sep 25, 2021 - Oct 04, 2021","104, 121, North portion of 108 (see CR 21-03)",Hunter Choice Number 948,50,2021-09-25,2021-10-04
710,Elk,Antlerless,Any Legal Weapon,Resident,"Sep 25, 2021 - Oct 04, 2021","131, 132, South portion of 108 (see CR 21-03)",Hunter Choice Number 949,10,2021-09-25,2021-10-04
712,Elk,Antlerless,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022","111, 112",Hunter Choice Number 950,65,2021-12-05,2022-01-01
713,Elk,Antlerless,Any Legal Weapon,Resident,"Sep 25, 2021 - Oct 04, 2021","111, 112",Hunter Choice Number 951,70,2021-09-25,2021-10-04
714,Elk,Antlerless,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022","114, 115",Hunter Choice Number 952,75,2021-12-05,2022-01-01
716,Elk,Antlerless,Any Legal Weapon,Resident,"Sep 25, 2021 - Oct 04, 2021","114, 115",Hunter Choice Number 953,65,2021-09-25,2021-10-04
749,Elk,Antlerless,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022",161 - 164,Hunter Choice Number 954,75,2021-12-05,2022-01-01
754,Elk,Antlerless,Any Legal Weapon,Resident,"Oct 01, 2021 - Oct 20, 2021",161 - 164,Hunter Choice Number 955,70,2021-10-01,2021-10-20
757,Elk,Antlerless,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022",222 - 223,Hunter Choice Number 956,45,2021-12-05,2022-01-01
758,Elk,Antlerless,Any Legal Weapon,Resident,"Sep 25, 2021 - Oct 04, 2021",222 - 223,Hunter Choice Number 957,40,2021-09-25,2021-10-04
762,Elk,Antlerless,Any Legal Weapon,Resident,"Oct 01, 2021 - Oct 20, 2021","241, 242",Hunter Choice Number 958,10,2021-10-01,2021-10-20
769,Elk,Antlerless,Archery,Resident,"Aug 01, 2021 - Aug 24, 2021",75,Hunter Choice Number 962,2,2021-08-01,2021-08-24
770,Elk,Antlerless,Archery,Resident,"Aug 01, 2021 - Aug 24, 2021",113,Hunter Choice Number 963,25,2021-08-01,2021-08-24
771,Elk,Antlerless,Archery,Resident,"Aug 01, 2021 - Aug 24, 2021",231,Hunter Choice Number 964,20,2021-08-01,2021-08-24
772,Elk,Antlerless,Archery,Resident,"Aug 01, 2021 - Aug 15, 2021","061, 071",Hunter Choice Number 965,60,2021-08-01,2021-08-15
773,Elk,Antlerless,Archery,Resident,"Aug 01, 2021 - Aug 15, 2021","062, 064, 066 - 068",Hunter Choice Number 966,10,2021-08-01,2021-08-15
774,Elk,Antlerless,Archery,Resident,"Aug 01, 2021 - Aug 24, 2021","076, 077, 079, 081",Hunter Choice Number 967,10,2021-08-01,2021-08-24
777,Elk,Antlerless,Archery,Resident,"Aug 01, 2021 - Aug 15, 2021","078, 105 - 107, 109",Hunter Choice Number 968,20,2021-08-01,2021-08-15
779,Elk,Antlerless,Archery,Resident,"Aug 01, 2021 - Aug 24, 2021","104, 121, North portion of 108 (see CR 21-03)",Hunter Choice Number 969,10,2021-08-01,2021-08-24
780,Elk,Antlerless,Archery,Resident,"Aug 01, 2021 - Aug 24, 2021","131, 132, South portion of 108 (see CR 21-03)",Hunter Choice Number 970,2,2021-08-01,2021-08-24
781,Elk,Antlerless,Archery,Resident,"Aug 01, 2021 - Aug 24, 2021","111, 112",Hunter Choice Number 971,20,2021-08-01,2021-08-24
782,Elk,Antlerless,Archery,Resident,"Aug 01, 2021 - Aug 24, 2021","114, 115",Hunter Choice Number 972,25,2021-08-01,2021-08-24
783,Elk,Antlerless,Archery,Resident,"Aug 01, 2021 - Aug 24, 2021",161 - 164,Hunter Choice Number 973,20,2021-08-01,2021-08-24
784,Elk,Antlerless,Archery,Resident,"Aug 01, 2021 - Aug 24, 2021",221 - 223,Hunter Choice Number 974,25,2021-08-01,2021-08-24
785,Elk,Antlerless,Archery,Resident,"Aug 01, 2021 - Aug 24, 2021","241, 242",Hunter Choice Number 975,3,2021-08-01,2021-08-24
789,Elk,Antlerless,Muzzleloader,Resident,"Sep 17, 2021 - Sep 30, 2021",75,Hunter Choice Number 979,4,2021-09-17,2021-09-30
790,Elk,Antlerless,Muzzleloader,Resident,"Sep 17, 2021 - Sep 24, 2021",113,Hunter Choice Number 980,4,2021-09-17,2021-09-24
791,Elk,Antlerless,Muzzleloader,Resident,"Sep 17, 2021 - Sep 24, 2021",231,Hunter Choice Number 981,10,2021-09-17,2021-09-24
792,Elk,Antlerless,Muzzleloader,Resident,"Sep 17, 2021 - Sep 30, 2021","076, 077, 079, 081",Hunter Choice Number 982,15,2021-09-17,2021-09-30
793,Elk,Antlerless,Muzzleloader,Resident,"Aug 16, 2021 - Aug 31, 2021","078, 105 - 107, 109",Hunter Choice Number 983,15,2021-08-16,2021-08-31
759,Elk,Antlerless,Muzzleloader,Resident,"Sep 17, 2021 - Sep 24, 2021","104, 121, North portion of 108 (see CR 21-03)",Hunter Choice Number 984,10,2021-09-17,2021-09-24
760,Elk,Antlerless,Muzzleloader,Resident,"Sep 17, 2021 - Sep 24, 2021","131, 132, South portion of 108 (see CR 21-03)",Hunter Choice Number 985,2,2021-09-17,2021-09-24
761,Elk,Antlerless,Muzzleloader,Resident,"Sep 17, 2021 - Sep 24, 2021","111, 112",Hunter Choice Number 986,10,2021-09-17,2021-09-24
763,Elk,Antlerless,Muzzleloader,Resident,"Sep 17, 2021 - Sep 24, 2021","114, 115",Hunter Choice Number 987,20,2021-09-17,2021-09-24
766,Elk,Antlerless,Muzzleloader,Resident,"Sep 01, 2021 - Sep 16, 2021",161 - 164,Hunter Choice Number 988,20,2021-09-01,2021-09-16
768,Elk,Antlerless,Muzzleloader,Resident,"Sep 17, 2021 - Sep 24, 2021",221 - 223,Hunter Choice Number 989,25,2021-09-17,2021-09-24
820,Elk,Antlered,Any Legal Weapon,Non-Resident,"Nov 21, 2021 - Dec 04, 2021","076, 077, 079, 081",Hunter Choice Number 1000,8,2021-11-21,2021-12-04
822,Elk,Antlered,Any Legal Weapon,Non-Resident,"Nov 06, 2021 - Nov 20, 2021","076, 077, 079, 081",Hunter Choice Number 1001,8,2021-11-06,2021-11-20
823,Elk,Antlered,Any Legal Weapon,Non-Resident,"Nov 06, 2021 - Nov 20, 2021","078, 105 - 107, 109",Hunter Choice Number 1002,2,2021-11-06,2021-11-20
825,Elk,Antlered,Any Legal Weapon,Non-Resident,"Oct 22, 2021 - Nov 05, 2021","078, 105 - 107, 109",Hunter Choice Number 1003,3,2021-10-22,2021-11-05
826,Elk,Antlered,Any Legal Weapon,Non-Resident,"Nov 06, 2021 - Nov 20, 2021","104, 121, North portion of 108 (see CR 21-03)",Hunter Choice Number 1004,8,2021-11-06,2021-11-20
830,Elk,Antlered,Any Legal Weapon,Non-Resident,"Nov 06, 2021 - Nov 20, 2021","131, 132, South portion of 108 (see CR 21-03)",Hunter Choice Number 1005,7,2021-11-06,2021-11-20
831,Elk,Antlered,Any Legal Weapon,Non-Resident,"Nov 21, 2021 - Dec 04, 2021",111 - 115,Hunter Choice Number 1006,9,2021-11-21,2021-12-04
832,Elk,Antlered,Any Legal Weapon,Non-Resident,"Nov 06, 2021 - Nov 20, 2021",111 - 115,Hunter Choice Number 1007,9,2021-11-06,2021-11-20
833,Elk,Antlered,Any Legal Weapon,Non-Resident,"Nov 21, 2021 - Dec 04, 2021","161 - 164, 171 - 173",Hunter Choice Number 1008,4,2021-11-21,2021-12-04
834,Elk,Antlered,Any Legal Weapon,Non-Resident,"Nov 06, 2021 - Nov 20, 2021","161 - 164, 171 - 173",Hunter Choice Number 1009,4,2021-11-06,2021-11-20
836,Elk,Antlered,Any Legal Weapon,Non-Resident,"Sep 17, 2021 - Sep 30, 2021","161 - 164, 171 - 173",Hunter Choice Number 1010,1,2021-09-17,2021-09-30
838,Elk,Antlered,Any Legal Weapon,Non-Resident,"Nov 21, 2021 - Dec 04, 2021",221 - 223,Hunter Choice Number 1011,7,2021-11-21,2021-12-04
840,Elk,Antlered,Any Legal Weapon,Non-Resident,"Nov 06, 2021 - Nov 20, 2021",221 - 223,Hunter Choice Number 1012,6,2021-11-06,2021-11-20
804,Elk,Antlered,Archery,Non-Resident,"Aug 25, 2021 - Sep 16, 2021",231,Hunter Choice Number 1013,2,2021-08-25,2021-09-16
805,Elk,Antlered,Archery,Non-Resident,"Aug 16, 2021 - Aug 31, 2021","061, 071",Hunter Choice Number 1014,3,2021-08-16,2021-08-31
806,Elk,Antlered,Archery,Non-Resident,"Aug 16, 2021 - Aug 31, 2021","062, 064, 066 - 068",Hunter Choice Number 1015,1,2021-08-16,2021-08-31
811,Elk,Antlered,Archery,Non-Resident,"Aug 25, 2021 - Sep 16, 2021",072 - 074,Hunter Choice Number 1016,8,2021-08-25,2021-09-16
813,Elk,Antlered,Archery,Non-Resident,"Aug 25, 2021 - Sep 16, 2021","076, 077, 079, 081",Hunter Choice Number 1017,3,2021-08-25,2021-09-16
816,Elk,Antlered,Archery,Non-Resident,"Sep 01, 2021 - Sep 20, 2021","078, 105 - 107, 109",Hunter Choice Number 1018,1,2021-09-01,2021-09-20
818,Elk,Antlered,Archery,Non-Resident,"Aug 25, 2021 - Sep 16, 2021","104, 121, North portion of 108 (see CR 21-03)",Hunter Choice Number 1019,1,2021-08-25,2021-09-16
821,Elk,Antlered,Archery,Non-Resident,"Aug 25, 2021 - Sep 16, 2021","131, 132, South portion of 108 (see CR 21-03)",Hunter Choice Number 1020,1,2021-08-25,2021-09-16
824,Elk,Antlered,Archery,Non-Resident,"Aug 25, 2021 - Sep 16, 2021",111 - 115,Hunter Choice Number 1021,3,2021-08-25,2021-09-16
827,Elk,Antlered,Archery,Non-Resident,"Aug 25, 2021 - Sep 16, 2021","161 - 164, 171 - 173",Hunter Choice Number 1022,2,2021-08-25,2021-09-16
828,Elk,Antlered,Archery,Non-Resident,"Aug 25, 2021 - Sep 16, 2021",221 - 223,Hunter Choice Number 1023,2,2021-08-25,2021-09-16
829,Elk,Antlered,Muzzleloader,Non-Resident,"Oct 22, 2021 - Nov 05, 2021",231,Hunter Choice Number 1024,1,2021-10-22,2021-11-05
835,Elk,Antlered,Muzzleloader,Non-Resident,"Sep 01, 2021 - Sep 16, 2021","061, 071",Hunter Choice Number 1025,2,2021-09-01,2021-09-16
837,Elk,Antlered,Muzzleloader,Non-Resident,"Sep 01, 2021 - Sep 16, 2021","062, 064, 066 - 068",Hunter Choice Number 1026,1,2021-09-01,2021-09-16
839,Elk,Antlered,Muzzleloader,Non-Resident,"Sep 17, 2021 - Sep 30, 2021",072 - 074,Hunter Choice Number 1027,4,2021-09-17,2021-09-30
841,Elk,Antlered,Muzzleloader,Non-Resident,"Oct 22, 2021 - Nov 05, 2021","076, 077, 079, 081",Hunter Choice Number 1028,2,2021-10-22,2021-11-05
842,Elk,Antlered,Muzzleloader,Non-Resident,"Oct 22, 2021 - Nov 05, 2021","104, 121, North portion of 108 (see CR 21-03)",Hunter Choice Number 1029,2,2021-10-22,2021-11-05
843,Elk,Antlered,Muzzleloader,Non-Resident,"Oct 22, 2021 - Nov 05, 2021",111 - 115,Hunter Choice Number 1030,2,2021-10-22,2021-11-05
844,Elk,Antlered,Muzzleloader,Non-Resident,"Oct 22, 2021 - Nov 05, 2021","161 - 164, 171 - 173",Hunter Choice Number 1031,2,2021-10-22,2021-11-05
845,Elk,Antlered,Muzzleloader,Non-Resident,"Oct 22, 2021 - Nov 05, 2021",221 - 223,Hunter Choice Number 1032,2,2021-10-22,2021-11-05
8374833,Elk,Antlered,Muzzleloader,Non-Resident,"Oct 05, 2021 - Oct 21, 2021","078, 105 - 107, 109",Hunter Choice Number 1212,1,2021-10-05,2021-10-21
775,Elk,Antlered,Any Legal Weapon,Non-Resident,"Nov 06, 2021 - Nov 20, 2021",75,Hunter Choice Number 990,1,2021-11-06,2021-11-20
776,Elk,Antlered,Any Legal Weapon,Non-Resident,"Oct 22, 2021 - Nov 05, 2021",75,Hunter Choice Number 991,1,2021-10-22,2021-11-05
778,Elk,Antlered,Any Legal Weapon,Non-Resident,"Nov 21, 2021 - Dec 04, 2021",231,Hunter Choice Number 992,5,2021-11-21,2021-12-04
809,Elk,Antlered,Any Legal Weapon,Non-Resident,"Nov 06, 2021 - Nov 20, 2021",231,Hunter Choice Number 993,5,2021-11-06,2021-11-20
810,Elk,Antlered,Any Legal Weapon,Non-Resident,"Oct 22, 2021 - Nov 05, 2021","061, 071",Hunter Choice Number 994,4,2021-10-22,2021-11-05
812,Elk,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Oct 21, 2021","061, 071",Hunter Choice Number 995,4,2021-10-05,2021-10-21
814,Elk,Antlered,Any Legal Weapon,Non-Resident,"Nov 06, 2021 - Nov 20, 2021","062, 064, 066 - 068",Hunter Choice Number 996,1,2021-11-06,2021-11-20
815,Elk,Antlered,Any Legal Weapon,Non-Resident,"Oct 22, 2021 - Nov 05, 2021","062, 064, 066 - 068",Hunter Choice Number 997,2,2021-10-22,2021-11-05
817,Elk,Antlered,Any Legal Weapon,Non-Resident,"Nov 06, 2021 - Nov 20, 2021",072 - 074,Hunter Choice Number 998,10,2021-11-06,2021-11-20
819,Elk,Antlered,Any Legal Weapon,Non-Resident,"Oct 22, 2021 - Nov 05, 2021",072 - 074,Hunter Choice Number 999,10,2021-10-22,2021-11-05
848,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Dec 05, 2021 - Jan 01, 2022",231,Hunter Choice Number 1035,5,2021-12-05,2022-01-01
849,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Sep 25, 2021 - Oct 04, 2021",231,Hunter Choice Number 1036,5,2021-09-25,2021-10-04
850,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Nov 06, 2021 - Jan 01, 2022","061, 071",Hunter Choice Number 1037,30,2021-11-06,2022-01-01
851,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Sep 17, 2021 - Oct 04, 2021","061, 071",Hunter Choice Number 1038,35,2021-09-17,2021-10-04
853,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Sep 17, 2021 - Oct 04, 2021","062, 064, 066 - 068",Hunter Choice Number 1040,9,2021-09-17,2021-10-04
854,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Nov 21, 2021 - Jan 01, 2022",072 - 075,Hunter Choice Number 1041,5,2021-11-21,2022-01-01
855,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Sep 25, 2021 - Oct 04, 2021","131, 132, South portion of 108 (see CR 21-03)",Hunter Choice Number 1042,1,2021-09-25,2021-10-04
856,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Dec 05, 2021 - Jan 01, 2022","111, 112",Hunter Choice Number 1043,7,2021-12-05,2022-01-01
