id,species,class,weapon,draw_type,season_dates,unit_group,hunter_choice_number_ke,quota,season_start_date,season_end_date
345,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Dec 01, 2021 - Dec 15, 2021","202, 205 - 208",Hunter Choice Number 608,2,2021-12-01,2021-12-15
343,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 10, 2021",211 - 213,Hunter Choice Number 609,2,2021-09-10,2021-10-10
340,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",221 - 223,Hunter Choice Number 610,2,2021-09-10,2021-10-04
339,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",241 - 245,Hunter Choice Number 611,2,2021-09-10,2021-10-04
336,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",251 - 254,Hunter Choice Number 612,2,2021-09-10,2021-10-04
334,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",261 - 268,Hunter Choice Number 613,2,2021-09-10,2021-10-04
333,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021","271, 272",Hunter Choice Number 614,2,2021-09-10,2021-10-04
8375885,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021",31,Hunter Choice Number 1239,3,2021-09-25,2021-10-04
8375886,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021",35,Hunter Choice Number 1240,1,2021-09-25,2021-10-04
8375887,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021",51,Hunter Choice Number 1241,2,2021-09-25,2021-10-04
8375888,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021",66,Hunter Choice Number 1242,3,2021-09-25,2021-10-04
8375889,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021",251,Hunter Choice Number 1243,5,2021-09-25,2021-10-04
8375983,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021","032, 034",Hunter Choice Number 1244,2,2021-09-25,2021-10-04
8375890,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021","041, 042",Hunter Choice Number 1245,3,2021-09-25,2021-10-04
8375891,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021",043 - 046,Hunter Choice Number 1246,5,2021-09-25,2021-10-04
8375892,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021","061, 062, 064, 071, 073",Hunter Choice Number 1247,3,2021-09-25,2021-10-04
8375893,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021","067, 068",Hunter Choice Number 1248,3,2021-09-25,2021-10-04
8375894,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021","072, 074 - 075",Hunter Choice Number 1249,2,2021-09-25,2021-10-04
8375895,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021","076, 077, 079, 081, 091",Hunter Choice Number 1250,1,2021-09-25,2021-10-04
8375896,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021","141, 143, 151 - 156",Hunter Choice Number 1251,7,2021-09-25,2021-10-04
8375897,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021",161 - 162,Hunter Choice Number 1252,2,2021-09-25,2021-10-04
8375898,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021",171 - 173,Hunter Choice Number 1253,5,2021-09-25,2021-10-04
8375899,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021",181 - 184,Hunter Choice Number 1254,2,2021-09-25,2021-10-04
8375900,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021","203, 291",Hunter Choice Number 1255,1,2021-09-25,2021-10-04
8375901,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021",205 - 208,Hunter Choice Number 1256,2,2021-09-25,2021-10-04
8375902,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021",211 - 213,Hunter Choice Number 1257,1,2021-09-25,2021-10-04
8375984,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021","202, 204",Hunter Choice Number 1341,1,2021-09-25,2021-10-04
374,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021",11,Hunter Choice Number 615,45,2021-08-22,2021-09-07
380,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021",15,Hunter Choice Number 616,75,2021-08-22,2021-09-07
386,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021",31,Hunter Choice Number 617,110,2021-08-22,2021-09-07
388,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Aug 28, 2021",33,Hunter Choice Number 618,30,2021-08-22,2021-08-28
394,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 29, 2021 - Sep 07, 2021",33,Hunter Choice Number 619,30,2021-08-29,2021-09-07
398,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021",35,Hunter Choice Number 620,20,2021-08-22,2021-09-07
403,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021",51,Hunter Choice Number 621,50,2021-08-22,2021-09-07
407,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021",66,Hunter Choice Number 622,25,2021-08-22,2021-09-07
411,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021",251,Hunter Choice Number 623,25,2021-08-22,2021-09-07
433,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021",012 - 014,Hunter Choice Number 624,150,2021-08-22,2021-09-07
437,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021","021, 022",Hunter Choice Number 625,35,2021-08-22,2021-09-07
439,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021","032, 034",Hunter Choice Number 626,50,2021-08-22,2021-09-07
442,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Aug 28, 2021","041, 042",Hunter Choice Number 627,30,2021-08-22,2021-08-28
443,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 29, 2021 - Sep 07, 2021","041, 042",Hunter Choice Number 628,30,2021-08-29,2021-09-07
450,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021",043 - 046,Hunter Choice Number 629,110,2021-08-22,2021-09-07
453,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021","061, 062, 064, 071, 073",Hunter Choice Number 630,80,2021-08-22,2021-09-07
608,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021","065, 142, Portion of 144 in Eureka Co.",Hunter Choice Number 631,20,2021-08-22,2021-09-07
610,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021","067, 068",Hunter Choice Number 632,60,2021-08-22,2021-09-07
615,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021","072, 074 - 075",Hunter Choice Number 633,45,2021-08-22,2021-09-07
617,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021","076, 077, 079, 081, 091",Hunter Choice Number 634,30,2021-08-22,2021-09-07
621,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021","078, 105 - 107, 121",Hunter Choice Number 635,20,2021-08-22,2021-09-07
624,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021","101 - 104, 108 - 109, Portion of 144 in White Pine Co.",Hunter Choice Number 636,70,2021-08-22,2021-09-07
627,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021",111 - 114,Hunter Choice Number 637,30,2021-08-22,2021-09-07
628,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021","115, 231, 242",Hunter Choice Number 638,45,2021-08-22,2021-09-07
629,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021","131, 145, 163 - 164",Hunter Choice Number 639,25,2021-08-22,2021-09-07
634,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021","132 - 134, 245",Hunter Choice Number 640,30,2021-08-22,2021-09-07
636,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021","141, 143, 151 - 156",Hunter Choice Number 641,170,2021-08-22,2021-09-07
638,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021",161 - 162,Hunter Choice Number 642,40,2021-08-22,2021-09-07
639,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021",171 - 173,Hunter Choice Number 643,30,2021-08-22,2021-09-07
641,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021",181 - 184,Hunter Choice Number 644,45,2021-08-22,2021-09-07
642,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Oct 15, 2021 - Oct 30, 2021","202, 204",Hunter Choice Number 645,10,2021-10-15,2021-10-30
643,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021","203, 291",Hunter Choice Number 646,15,2021-08-22,2021-09-07
644,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021",205 - 208,Hunter Choice Number 647,20,2021-08-22,2021-09-07
646,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021",211 - 213,Hunter Choice Number 648,10,2021-08-22,2021-09-07
649,Antelope,Horns Longer Than Ears,Any Legal Weapon,Resident,"Aug 22, 2021 - Sep 07, 2021","221 - 223, 241",Hunter Choice Number 649,45,2021-08-22,2021-09-07
256,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021",11,Hunter Choice Number 650,8,2021-08-01,2021-08-21
260,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021",15,Hunter Choice Number 651,25,2021-08-01,2021-08-21
262,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021",31,Hunter Choice Number 652,20,2021-08-01,2021-08-21
265,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021",33,Hunter Choice Number 653,7,2021-08-01,2021-08-21
267,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021",35,Hunter Choice Number 654,2,2021-08-01,2021-08-21
268,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021",51,Hunter Choice Number 655,35,2021-08-01,2021-08-21
270,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021",66,Hunter Choice Number 656,5,2021-08-01,2021-08-21
274,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021",251,Hunter Choice Number 657,5,2021-08-01,2021-08-21
283,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021",012 - 014,Hunter Choice Number 658,25,2021-08-01,2021-08-21
291,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021","021, 022",Hunter Choice Number 659,5,2021-08-01,2021-08-21
299,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021","032, 034",Hunter Choice Number 660,30,2021-08-01,2021-08-21
311,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021","041, 042",Hunter Choice Number 661,10,2021-08-01,2021-08-21
317,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021",043 - 046,Hunter Choice Number 662,50,2021-08-01,2021-08-21
335,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021","061, 062, 064, 071, 073",Hunter Choice Number 663,35,2021-08-01,2021-08-21
344,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021","065, 142, Portion of 144 in Eureka Co.",Hunter Choice Number 664,5,2021-08-01,2021-08-21
358,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021","067, 068",Hunter Choice Number 665,35,2021-08-01,2021-08-21
368,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021","072, 074 - 075",Hunter Choice Number 666,25,2021-08-01,2021-08-21
372,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021","076, 077, 079, 081, 091",Hunter Choice Number 667,10,2021-08-01,2021-08-21
383,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021","078, 105 - 107, 121",Hunter Choice Number 668,2,2021-08-01,2021-08-21
393,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021","101 - 104, 108 - 109, Portion of 144 in White Pine Co.",Hunter Choice Number 669,15,2021-08-01,2021-08-21
402,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021",111 - 114,Hunter Choice Number 670,5,2021-08-01,2021-08-21
416,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 14, 2021","115, 231, 242",Hunter Choice Number 671,10,2021-08-01,2021-08-14
420,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 14, 2021","131, 145, 163 - 164",Hunter Choice Number 672,5,2021-08-01,2021-08-14
430,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 14, 2021","132 - 134, 245",Hunter Choice Number 673,5,2021-08-01,2021-08-14
435,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021","141, 143, 151 - 156",Hunter Choice Number 674,60,2021-08-01,2021-08-21
440,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021",161 - 162,Hunter Choice Number 675,10,2021-08-01,2021-08-21
444,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021",171 - 173,Hunter Choice Number 676,5,2021-08-01,2021-08-21
445,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021",181 - 184,Hunter Choice Number 677,8,2021-08-01,2021-08-21
446,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021","203, 291",Hunter Choice Number 678,2,2021-08-01,2021-08-21
449,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021",205 - 208,Hunter Choice Number 679,10,2021-08-01,2021-08-21
451,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 21, 2021",211 - 213,Hunter Choice Number 680,1,2021-08-01,2021-08-21
457,Antelope,Horns Longer Than Ears,Archery,Resident,"Aug 01, 2021 - Aug 14, 2021","221 - 223, 241",Hunter Choice Number 681,10,2021-08-01,2021-08-14
448,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021",11,Hunter Choice Number 682,2,2021-09-25,2021-10-04
452,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021",15,Hunter Choice Number 683,10,2021-09-25,2021-10-04
456,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021",33,Hunter Choice Number 684,3,2021-09-25,2021-10-04
458,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021",012 - 014,Hunter Choice Number 685,8,2021-09-25,2021-10-04
464,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021","021, 022",Hunter Choice Number 686,2,2021-09-25,2021-10-04
466,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021","065, 142, Portion of 144 in Eureka Co.",Hunter Choice Number 687,1,2021-09-25,2021-10-04
468,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021","078, 105 - 107, 121",Hunter Choice Number 688,1,2021-09-25,2021-10-04
470,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021","101 - 104, 108 - 109, Portion of 144 in White Pine Co.",Hunter Choice Number 689,5,2021-09-25,2021-10-04
471,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Sep 25, 2021 - Oct 04, 2021",111 - 114,Hunter Choice Number 690,5,2021-09-25,2021-10-04
474,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Aug 15, 2021 - Aug 21, 2021","115, 231, 242",Hunter Choice Number 691,5,2021-08-15,2021-08-21
477,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Aug 15, 2021 - Aug 21, 2021","131, 145, 163 - 164",Hunter Choice Number 692,1,2021-08-15,2021-08-21
482,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Aug 15, 2021 - Aug 21, 2021","132 - 134, 245",Hunter Choice Number 693,1,2021-08-15,2021-08-21
487,Antelope,Horns Longer Than Ears,Muzzleloader,Resident,"Aug 15, 2021 - Aug 21, 2021","221 - 223, 241",Hunter Choice Number 694,5,2021-08-15,2021-08-21
8375909,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021",043 - 046,Hunter Choice Number 1267,35,2021-09-08,2021-09-24
489,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021",31,Hunter Choice Number 695,10,2021-09-08,2021-09-24
491,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021",35,Hunter Choice Number 696,9,2021-09-08,2021-09-24
492,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021",66,Hunter Choice Number 697,10,2021-09-08,2021-09-24
493,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021","032, 034",Hunter Choice Number 698,15,2021-09-08,2021-09-24
494,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021","041, 042",Hunter Choice Number 699,10,2021-09-08,2021-09-24
496,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021","061, 062, 064, 071, 073",Hunter Choice Number 700,160,2021-09-08,2021-09-24
498,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021","065, 142, Portion of 144 in Eureka Co.",Hunter Choice Number 701,5,2021-09-08,2021-09-24
500,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021","067, 068",Hunter Choice Number 702,85,2021-09-08,2021-09-24
501,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021","072, 074 - 075",Hunter Choice Number 703,55,2021-09-08,2021-09-24
502,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021","076, 077, 079, 081, 091",Hunter Choice Number 704,20,2021-09-08,2021-09-24
503,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021","078, 105 - 107, 121",Hunter Choice Number 705,5,2021-09-08,2021-09-24
504,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021","101 - 104, 108 - 109, Portion of 144 in White Pine Co.",Hunter Choice Number 706,25,2021-09-08,2021-09-24
505,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021",111 - 114,Hunter Choice Number 707,10,2021-09-08,2021-09-24
506,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 10, 2021 - Sep 16, 2021","114, 115 within 1 mile of Baker Ranch",Hunter Choice Number 708,10,2021-09-10,2021-09-16
507,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021","131, 145",Hunter Choice Number 709,30,2021-09-08,2021-09-24
508,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021","141, 143, 152, 154 - 155",Hunter Choice Number 710,280,2021-09-08,2021-09-24
509,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021","151, 153, 156",Hunter Choice Number 711,190,2021-09-08,2021-09-24
512,Antelope,Horns Shorter Than Ears,Any Legal Weapon,Resident,"Sep 08, 2021 - Sep 24, 2021",181 - 184,Hunter Choice Number 712,20,2021-09-08,2021-09-24
8374823,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021",043 - 046,Hunter Choice Number 1202,5,2021-08-01,2021-08-21
946,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 14, 2021","132 - 134, 245",Hunter Choice Number 1223,1,2021-08-01,2021-08-14
8375903,Antelope,Horns Longer Than Ears,Muzzleloader,Non-Resident,"Sep 25, 2021 - Oct 04, 2021",012 - 014,Hunter Choice Number 1258,1,2021-09-25,2021-10-04
8375910,Antelope,Horns Longer Than Ears,Muzzleloader,Non-Resident,"Sep 25, 2021 - Oct 04, 2021",31,Hunter Choice Number 1259,1,2021-09-25,2021-10-04
8375911,Antelope,Horns Longer Than Ears,Muzzleloader,Non-Resident,"Sep 25, 2021 - Oct 04, 2021",043 - 046,Hunter Choice Number 1260,1,2021-09-25,2021-10-04
8375904,Antelope,Horns Longer Than Ears,Muzzleloader,Non-Resident,"Sep 25, 2021 - Oct 04, 2021","061, 062, 064, 071, 073",Hunter Choice Number 1261,1,2021-09-25,2021-10-04
8375912,Antelope,Horns Longer Than Ears,Muzzleloader,Non-Resident,"Sep 25, 2021 - Oct 04, 2021","067, 068",Hunter Choice Number 1262,1,2021-09-25,2021-10-04
8375905,Antelope,Horns Longer Than Ears,Muzzleloader,Non-Resident,"Sep 25, 2021 - Oct 04, 2021","078, 105 - 107, 121",Hunter Choice Number 1263,1,2021-09-25,2021-10-04
8375906,Antelope,Horns Longer Than Ears,Muzzleloader,Non-Resident,"Sep 25, 2021 - Oct 04, 2021","101 - 104, 108 - 109, Portion of 144 in White Pine Co.",Hunter Choice Number 1264,1,2021-09-25,2021-10-04
8375907,Antelope,Horns Longer Than Ears,Muzzleloader,Non-Resident,"Sep 25, 2021 - Oct 04, 2021",111 - 114,Hunter Choice Number 1265,1,2021-09-25,2021-10-04
8375908,Antelope,Horns Longer Than Ears,Muzzleloader,Non-Resident,"Sep 25, 2021 - Oct 04, 2021","141, 143, 151 - 156",Hunter Choice Number 1266,1,2021-09-25,2021-10-04
379,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021",11,Hunter Choice Number 713,5,2021-08-22,2021-09-07
668,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021",15,Hunter Choice Number 714,8,2021-08-22,2021-09-07
669,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021",31,Hunter Choice Number 715,15,2021-08-22,2021-09-07
670,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Aug 28, 2021",33,Hunter Choice Number 716,4,2021-08-22,2021-08-28
671,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 29, 2021 - Sep 07, 2021",33,Hunter Choice Number 717,4,2021-08-29,2021-09-07
672,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021",35,Hunter Choice Number 718,2,2021-08-22,2021-09-07
673,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021",51,Hunter Choice Number 719,5,2021-08-22,2021-09-07
674,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021",66,Hunter Choice Number 720,3,2021-08-22,2021-09-07
675,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021",251,Hunter Choice Number 721,5,2021-08-22,2021-09-07
676,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021",012 - 014,Hunter Choice Number 722,20,2021-08-22,2021-09-07
677,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021","021, 022",Hunter Choice Number 723,4,2021-08-22,2021-09-07
678,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021","032, 034",Hunter Choice Number 724,6,2021-08-22,2021-09-07
684,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Aug 28, 2021","041, 042",Hunter Choice Number 725,3,2021-08-22,2021-08-28
685,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 29, 2021 - Sep 07, 2021","041, 042",Hunter Choice Number 726,3,2021-08-29,2021-09-07
688,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021",043 - 046,Hunter Choice Number 727,15,2021-08-22,2021-09-07
692,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021","061, 062, 064, 071, 073",Hunter Choice Number 728,8,2021-08-22,2021-09-07
693,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021","065, 142, Portion of 144 in Eureka Co.",Hunter Choice Number 729,2,2021-08-22,2021-09-07
709,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021","067, 068",Hunter Choice Number 730,7,2021-08-22,2021-09-07
